N,Z,A,Mass Excess (keV)
129,86,215,-1168.99
130,86,216,253.312
131,86,217,3658.566
132,86,218,5217.413
133,86,219,8829.337
135,86,221,14471.354
110,87,197,10253.968
113,87,200,6133.578
114,87,201,3588.573
115,87,202,3101.538
116,87,203,876.412
117,87,204,607.308
118,87,205,-1309.816
119,87,206,-1246.859
120,87,207,-2849.021
121,87,208,-2664.928
123,87,210,-3343.508
124,87,211,-4140.314
125,87,212,-3515.998
127,87,214,-958.327
128,87,215,318.137
129,87,216,2971.022
130,87,217,4314.663
131,87,218,7059.44
132,87,219,8616.939
133,87,220,11482.332
134,87,221,13277.251
138,87,225,23820.602
114,88,202,9074.9
115,88,203,8601.331
116,88,204,6061.097
117,88,205,5803.853
118,88,206,3565.613
120,88,208,1727.934
121,88,209,1858.24
122,88,210,442.839
123,88,211,831.87
124,88,212,-198.763
126,88,214,92.74
127,88,215,2531.995
128,88,216,3291.466
129,88,217,5889.536
130,88,218,6645.556
133,88,221,12963.877
134,88,222,14320.205
135,88,223,17233.245
136,88,224,18825.832
137,88,225,21993.044
117,89,206,13484.754
121,89,210,8764.079
122,89,211,7143.485
123,89,212,7299.6
124,89,213,6141.029
125,89,214,6433.272
127,89,216,8149.736
128,89,217,8702.321
129,89,218,10850.845
130,89,219,11569.553
132,89,221,14531.048
134,89,223,17825.055
135,89,224,20234.148
136,89,225,21637.305
139,89,228,28894.654
140,89,229,30689.936
120,90,210,14059.521
121,90,211,13876.396
122,90,212,12110.886
123,90,213,12120.108
125,90,215,10921.434
127,90,217,12205.78
128,90,218,12366.747
129,90,219,14462.78
130,90,220,14689.538
139,90,229,29585.517
141,90,231,33815.811
122,91,213,19654.194
123,91,214,19459.895
125,91,216,17823.799
126,91,217,17054.748
127,91,218,18649.568
128,91,219,18583.223
130,91,221,20374.937
131,91,222,22064.361
133,91,224,23862.351
134,91,225,24356.64
136,91,227,26830.371
137,91,228,28923.599
138,91,229,29896.848
139,91,230,32173.543
141,91,232,35946.549
123,92,215,24889.312
127,92,219,23295.953
129,92,221,24519.996
130,92,222,24272.834
131,92,223,26045.278
132,92,224,25742.69
133,92,225,27372.001
135,92,227,29045.034
136,92,228,29220.001
137,92,229,31210.62
139,92,231,33805.952
142,92,234,38144.959
143,92,235,40918.782
127,93,220,30475.022
129,93,222,31274.641
130,93,223,30658.583
131,93,224,32032.248
133,93,226,32816.877
134,93,227,32579.018
136,93,229,33801.378
137,93,230,35236.615
138,93,231,35623.686
140,93,233,37948.531
141,93,234,39954.806
142,93,235,41043.044
143,93,236,43378.094
144,93,237,44871.599
134,94,228,36107.809
135,94,229,37394.924
136,94,230,36932.17
141,94,235,42182.346
142,94,236,42901.508
143,94,237,45091.662
144,94,238,46163.148
147,94,241,52955.115
148,94,242,54716.876
134,95,229,42180.414
140,95,235,44624.602
143,95,238,48421.421
144,95,239,49390.36
146,95,241,52934.335
147,95,242,55468.014
148,95,243,57175.005
137,96,233,47293.34
138,96,234,46722.411
140,96,236,47852.82
143,96,239,51146.962
144,96,240,51724.222
146,96,242,54803.699
147,96,243,57181.936
149,96,245,61004.524
151,96,247,65533.105
146,97,243,58689.629
147,97,244,60713.825
148,97,245,61813.776
149,97,246,63966.912
150,97,247,65489.521
139,98,237,57938.255
142,98,240,57988.719
144,98,242,59386.982
149,98,247,66109.392
150,98,248,67237.951
151,98,249,69722.733
152,98,250,71170.336
153,98,251,74134.981
147,99,246,67818.802
148,99,247,68578.393
152,99,251,74511.547
153,99,252,77294.61
154,99,253,79010.486
146,100,246,70191.187
150,100,250,74072.193
152,100,252,76816.611
153,100,253,79345.549
154,100,254,80902.521
150,101,251,78966.749
154,101,255,84842.069
150,102,252,82871.37
152,102,254,84723.312
154,102,256,87823.046
151,103,254,89645.887
153,104,257,95866.389
154,104,258,96344.338
152,105,257,100154.285
153,105,258,101507.703
154,106,260,106547.495
155,106,261,108005.004
154,107,261,113079.41
156,108,264,119563.165
157,108,265,120900.245
157,109,266,127672.681
